# Label: Avanti Sensor 1: EMG 1->RMean->Subset Sampling frequency: 1.000000e+003 Number of points: 5000 X start: 0.000000e+000 Unit: V Domain Unit: s
X [s],Avanti Sensor 1: EMG 1->RMean->Subset [V]
6.400000e-001,-2.906267e-005
6.410000e-001,6.023312e-005
6.420000e-001,6.090452e-005
6.430000e-001,-9.083120e-005
6.440000e-001,-1.378290e-004
6.450000e-001,-4.618330e-005
6.460000e-001,4.507177e-006
6.470000e-001,4.344820e-005
6.480000e-001,6.694709e-005
6.490000e-001,1.726372e-005
6.500000e-001,9.206954e-006
6.510000e-001,8.199860e-006
6.520000e-001,-7.270347e-005
6.530000e-001,-3.711944e-005
6.540000e-001,6.896128e-005
6.550000e-001,7.366106e-005
6.560000e-001,6.359011e-005
6.570000e-001,1.150192e-006
6.580000e-001,-3.846223e-005
6.590000e-001,-3.846223e-005
6.600000e-001,-4.220985e-006
6.610000e-001,1.150192e-006
6.620000e-001,3.270585e-005
6.630000e-001,4.311250e-005
6.640000e-001,6.728279e-005
6.650000e-001,3.169875e-005
6.660000e-001,5.351915e-005
6.670000e-001,-8.378152e-005
6.680000e-001,-1.707274e-004
6.690000e-001,-5.457576e-005
6.700000e-001,2.129210e-005
6.710000e-001,5.419055e-005
6.720000e-001,5.452625e-005
6.730000e-001,9.206954e-006
6.740000e-001,1.357103e-005
6.750000e-001,-4.892382e-006
6.760000e-001,-2.604139e-005
6.770000e-001,-6.235174e-006
6.780000e-001,-8.920767e-006
6.790000e-001,-2.704848e-005
6.800000e-001,-9.927861e-006
6.810000e-001,4.787956e-007
6.820000e-001,9.206954e-006
6.830000e-001,1.150192e-006
6.840000e-001,-1.535397e-006
6.850000e-001,6.023312e-005
6.860000e-001,2.162780e-005
6.870000e-001,-4.220985e-006
6.880000e-001,-3.846223e-005
6.890000e-001,-3.476954e-005
6.900000e-001,-3.376245e-005
6.910000e-001,-3.409815e-005
6.920000e-001,-1.133230e-004
6.930000e-001,1.122115e-005
6.940000e-001,8.843180e-005
6.950000e-001,5.514271e-006
6.960000e-001,2.062070e-005
6.970000e-001,1.894221e-005
6.980000e-001,4.848368e-005
6.990000e-001,1.001812e-004
7.000000e-001,-6.531811e-005
7.010000e-001,-1.062733e-004
7.020000e-001,-2.033451e-005
7.030000e-001,-2.436290e-005
7.040000e-001,3.337725e-005
7.050000e-001,7.567525e-005
7.060000e-001,7.701805e-005
7.070000e-001,9.850275e-005
7.080000e-001,4.781228e-005
7.090000e-001,-1.127065e-005
7.100000e-001,-6.733230e-005
7.110000e-001,-1.160086e-004
7.120000e-001,-7.606047e-005
7.130000e-001,-8.143164e-005
7.140000e-001,8.535558e-006
7.150000e-001,1.099165e-004
7.160000e-001,2.532048e-005
7.170000e-001,-2.637708e-005
7.180000e-001,1.054975e-005
7.190000e-001,-1.832032e-005
7.200000e-001,1.324083e-004
7.210000e-001,9.178878e-005
7.220000e-001,-7.874605e-005
7.230000e-001,-5.563778e-006
7.240000e-001,-8.249363e-006
7.250000e-001,1.625662e-005
7.260000e-001,4.009122e-005
7.270000e-001,-5.256157e-005
7.280000e-001,-7.242269e-006
7.290000e-001,-6.531811e-005
7.300000e-001,-1.928835e-004
7.310000e-001,-3.174826e-005
7.320000e-001,9.313157e-005
7.330000e-001,1.159591e-004
7.340000e-001,8.406772e-005
7.350000e-001,7.500386e-005
7.360000e-001,-2.436290e-005
7.370000e-001,-7.538907e-005
7.380000e-001,-2.536999e-005
7.390000e-001,2.498478e-005
7.400000e-001,-1.832032e-005
7.410000e-001,-5.457576e-005
7.420000e-001,-5.927554e-005
7.430000e-001,-2.973407e-005
7.440000e-001,4.143401e-005
7.450000e-001,8.238922e-005
7.460000e-001,-2.436290e-005
7.470000e-001,-2.906267e-005
7.480000e-001,-2.906267e-005
7.490000e-001,-4.892382e-006
7.500000e-001,1.323534e-005
7.510000e-001,-1.926043e-007
7.520000e-001,-1.630613e-005
7.530000e-001,1.860651e-005
7.540000e-001,3.069166e-005
7.550000e-001,3.304155e-005
7.560000e-001,7.097548e-005
7.570000e-001,-3.846223e-005
7.580000e-001,-8.109594e-005
7.590000e-001,-2.805557e-005
7.600000e-001,3.740563e-005
7.610000e-001,5.351915e-005
7.620000e-001,2.062070e-005
7.630000e-001,-8.249363e-006
7.640000e-001,-3.885287e-006
7.650000e-001,2.492984e-006
7.660000e-001,2.492984e-006
7.670000e-001,-8.249363e-006
7.680000e-001,-1.535397e-006
7.690000e-001,-6.906571e-006
7.700000e-001,1.122115e-005
7.710000e-001,2.498478e-005
7.720000e-001,-1.261345e-005
7.730000e-001,-4.383341e-005
7.740000e-001,-8.780990e-005
7.750000e-001,7.192766e-006
7.760000e-001,1.054975e-005
7.770000e-001,5.514271e-006
7.780000e-001,1.625662e-005
7.790000e-001,3.500079e-006
7.800000e-001,-8.920767e-006
7.810000e-001,-2.839127e-005
7.820000e-001,-3.241966e-005
7.830000e-001,5.855463e-005
7.840000e-001,6.560430e-005
7.850000e-001,4.512669e-005
7.860000e-001,3.404864e-005
7.870000e-001,-6.666090e-005
7.880000e-001,-4.920458e-005
7.890000e-001,5.821893e-005
7.900000e-001,9.783135e-005
7.910000e-001,3.874842e-005
7.920000e-001,-7.740326e-005
7.930000e-001,-6.196112e-005
7.940000e-001,-4.450481e-005
7.950000e-001,-7.438196e-005
7.960000e-001,-1.535397e-006
7.970000e-001,-8.920767e-006
7.980000e-001,-2.939837e-005
7.990000e-001,7.433246e-005
8.000000e-001,5.016217e-005
8.010000e-001,2.129210e-005
8.020000e-001,2.196350e-005
8.030000e-001,-2.469859e-005
8.040000e-001,1.592092e-005
8.050000e-001,5.889033e-005
8.060000e-001,7.864162e-006
8.070000e-001,-8.640005e-007
8.080000e-001,-1.026356e-005
8.090000e-001,-8.249363e-006
8.100000e-001,-2.234870e-005
8.110000e-001,-3.309105e-005
8.120000e-001,-1.926043e-007
8.130000e-001,4.344820e-005
